timestamp,zone_id,sensor_id,value,quality,simulation_state,event_id
0.0,1,Z1_CO_01,0.06858660315640912,CRIT,recovery,
0.0,1,Z1_LEL_01,0.05132327311812202,CRIT,recovery,
0.0,1,Z1_O2_01,19.45658681398861,OK,recovery,
0.0,1,Z1_TEMP_01,956.6688453884392,OK,recovery,
0.0,1,Z1_WIND_01,0.0,CRIT,recovery,
0.0,1,Z1_BENZ_01,0.0,CRIT,recovery,
0.0,1,Z1_MOIST_01,5.773544887646034,CRIT,recovery,
0.0,2,Z2_PUSHFORCE_01,0.0,CRIT,recovery,
0.0,2,Z2_RAMVIB_01,0.002277425054131952,CRIT,recovery,
0.0,2,Z2_HOODSEAL_01,0.0,CRIT,recovery,
0.0,2,Z2_GREENPUSH_01,0.0,CRIT,recovery,
0.0,2,Z2_STACKOP_01,0.0,CRIT,recovery,
0.0,2,Z2_QUENCHTDS_01,0.0,CRIT,recovery,
0.0,2,Z2_BAFFLE_01,0.0,CRIT,recovery,
0.0,2,Z2_COKEHOTSPOT_01,0.0,CRIT,recovery,
0.0,2,Z2_POS_QCAR_01,0.0,CRIT,recovery,
0.0,2,Z2_SMOKE_01,0.0,CRIT,recovery,
0.0,2,Z2_LEL_01,0.05639028239631903,CRIT,recovery,
0.0,3,Z3_H2S_01,0.0,CRIT,recovery,
0.0,3,Z3_LEL_01,0.0,CRIT,recovery,
0.0,3,Z3_O2_01,19.545195066813335,OK,recovery,
0.0,3,Z3_CO_01,0.0,CRIT,recovery,
0.0,4,Z4_H2S_01,0.0,CRIT,recovery,
0.0,4,Z4_NH3_01,0.0,CRIT,recovery,
0.0,4,Z4_TAR_TEMP_01,70.16260841583471,OK,recovery,
0.0,4,Z4_LEL_01,0.0,CRIT,recovery,
0.0,4,Z4_PRESS_01,-9.650932394020257,OK,recovery,
0.0,4,Z4_LEVEL_01,40.52530920543894,OK,recovery,
0.0,4,Z4_FLOW_01,90.29836937909835,OK,recovery,
0.0,4,Z4_O2_GASLINE_01,0.0,CRIT,recovery,
0.0,4,Z4_FLAME_01,0.0,CRIT,recovery,
0.5,1,Z1_CO_01,0.0288924617404453,CRIT,recovery,
0.5,1,Z1_LEL_01,0.0454823288068211,CRIT,recovery,
0.5,1,Z1_O2_01,19.59607345613237,OK,recovery,
0.5,1,Z1_TEMP_01,962.4552678584384,OK,recovery,
0.5,1,Z1_WIND_01,0.0,CRIT,recovery,
0.5,1,Z1_BENZ_01,0.0007923710113969874,CRIT,recovery,
0.5,1,Z1_MOIST_01,6.020576095281156,CRIT,recovery,
0.5,2,Z2_PUSHFORCE_01,0.0,CRIT,recovery,
0.5,2,Z2_RAMVIB_01,0.003243243360325407,CRIT,recovery,
0.5,2,Z2_HOODSEAL_01,0.0,CRIT,recovery,
0.5,2,Z2_GREENPUSH_01,0.0,CRIT,recovery,
0.5,2,Z2_STACKOP_01,0.0,CRIT,recovery,
0.5,2,Z2_QUENCHTDS_01,0.0,CRIT,recovery,
0.5,2,Z2_BAFFLE_01,0.0,CRIT,recovery,
0.5,2,Z2_COKEHOTSPOT_01,0.0,CRIT,recovery,
0.5,2,Z2_POS_QCAR_01,0.0,CRIT,recovery,
0.5,2,Z2_SMOKE_01,0.0,CRIT,recovery,
0.5,2,Z2_LEL_01,0.10690952436290906,CRIT,recovery,
0.5,3,Z3_H2S_01,0.0,CRIT,recovery,
0.5,3,Z3_LEL_01,0.0,CRIT,recovery,
0.5,3,Z3_O2_01,19.691241387711475,OK,recovery,
0.5,3,Z3_CO_01,0.0,CRIT,recovery,
0.5,4,Z4_H2S_01,0.0,CRIT,recovery,
0.5,4,Z4_NH3_01,0.0,CRIT,recovery,
0.5,4,Z4_TAR_TEMP_01,70.61138306976561,OK,recovery,
0.5,4,Z4_LEL_01,0.0,CRIT,recovery,
0.5,4,Z4_PRESS_01,-10.07218890179654,OK,recovery,
0.5,4,Z4_LEVEL_01,40.301279886950326,OK,recovery,
0.5,4,Z4_FLOW_01,90.67017631318672,OK,recovery,
0.5,4,Z4_O2_GASLINE_01,0.0,CRIT,recovery,
0.5,4,Z4_FLAME_01,0.0,CRIT,recovery,
1.0,1,Z1_CO_01,0.05446979461616482,CRIT,recovery,
1.0,1,Z1_LEL_01,0.0,CRIT,recovery,
1.0,1,Z1_O2_01,19.7216177681583,OK,recovery,
1.0,1,Z1_TEMP_01,935.6120562786111,OK,recovery,
1.0,1,Z1_WIND_01,0.0,CRIT,recovery,
1.0,1,Z1_BENZ_01,0.07190126428117849,CRIT,recovery,
1.0,1,Z1_MOIST_01,6.055558667856333,CRIT,recovery,
1.0,2,Z2_PUSHFORCE_01,0.0,CRIT,recovery,
1.0,2,Z2_RAMVIB_01,0.06344345563241072,CRIT,recovery,
1.0,2,Z2_HOODSEAL_01,0.0,CRIT,recovery,
1.0,2,Z2_GREENPUSH_01,0.0,CRIT,recovery,
1.0,2,Z2_STACKOP_01,0.018255050763287563,CRIT,recovery,
1.0,2,Z2_QUENCHTDS_01,0.0,CRIT,recovery,
1.0,2,Z2_BAFFLE_01,0.0,CRIT,recovery,
1.0,2,Z2_COKEHOTSPOT_01,0.0,CRIT,recovery,
1.0,2,Z2_POS_QCAR_01,0.0,CRIT,recovery,
1.0,2,Z2_SMOKE_01,0.0,CRIT,recovery,
1.0,2,Z2_LEL_01,0.07134403593742697,CRIT,recovery,
1.0,3,Z3_H2S_01,0.0,CRIT,recovery,
1.0,3,Z3_LEL_01,0.0,CRIT,recovery,
1.0,3,Z3_O2_01,19.02456085089468,OK,recovery,
1.0,3,Z3_CO_01,0.0,CRIT,recovery,
1.0,4,Z4_H2S_01,0.0,CRIT,recovery,
1.0,4,Z4_NH3_01,0.0,CRIT,recovery,
1.0,4,Z4_TAR_TEMP_01,70.5931529963436,OK,recovery,
1.0,4,Z4_LEL_01,0.0,CRIT,recovery,
1.0,4,Z4_PRESS_01,-10.300660847272704,OK,recovery,
1.0,4,Z4_LEVEL_01,39.931004922930974,OK,recovery,
1.0,4,Z4_FLOW_01,89.20647059951736,OK,recovery,
1.0,4,Z4_O2_GASLINE_01,0.0,CRIT,recovery,
1.0,4,Z4_FLAME_01,0.0,CRIT,recovery,
1.5,1,Z1_CO_01,0.09952753360137596,CRIT,recovery,
1.5,1,Z1_LEL_01,0.0786648244506696,CRIT,recovery,
1.5,1,Z1_O2_01,19.748981378409052,OK,recovery,
1.5,1,Z1_TEMP_01,953.3239084677575,OK,recovery,
1.5,1,Z1_WIND_01,0.0,CRIT,recovery,
1.5,1,Z1_BENZ_01,0.1234213961760058,CRIT,recovery,
1.5,1,Z1_MOIST_01,6.1830010173856005,CRIT,recovery,
1.5,2,Z2_PUSHFORCE_01,0.0,CRIT,recovery,
1.5,2,Z2_RAMVIB_01,0.0,CRIT,recovery,
1.5,2,Z2_HOODSEAL_01,0.0,CRIT,recovery,
1.5,2,Z2_GREENPUSH_01,0.0,CRIT,recovery,
1.5,2,Z2_STACKOP_01,0.004522483872512962,CRIT,recovery,
1.5,2,Z2_QUENCHTDS_01,0.0,CRIT,recovery,
1.5,2,Z2_BAFFLE_01,0.0,CRIT,recovery,
1.5,2,Z2_COKEHOTSPOT_01,0.0,CRIT,recovery,
1.5,2,Z2_POS_QCAR_01,0.0,CRIT,recovery,
1.5,2,Z2_SMOKE_01,0.0,CRIT,recovery,
1.5,2,Z2_LEL_01,0.09082855758833748,CRIT,recovery,
1.5,3,Z3_H2S_01,0.0,CRIT,recovery,
1.5,3,Z3_LEL_01,0.0,CRIT,recovery,
1.5,3,Z3_O2_01,19.694737296185945,OK,recovery,
1.5,3,Z3_CO_01,0.0,CRIT,recovery,
1.5,4,Z4_H2S_01,0.0,CRIT,recovery,
1.5,4,Z4_NH3_01,0.0,CRIT,recovery,
1.5,4,Z4_TAR_TEMP_01,69.82491910030183,OK,recovery,
1.5,4,Z4_LEL_01,0.0,CRIT,recovery,
1.5,4,Z4_PRESS_01,-9.299273733255836,OK,recovery,
1.5,4,Z4_LEVEL_01,39.344565966250805,OK,recovery,
1.5,4,Z4_FLOW_01,87.03303858026418,OK,recovery,
1.5,4,Z4_O2_GASLINE_01,0.0,CRIT,recovery,
1.5,4,Z4_FLAME_01,0.0,CRIT,recovery,
2.0,1,Z1_CO_01,0.1859802824560691,CRIT,recovery,
2.0,1,Z1_LEL_01,0.17735619137742883,CRIT,recovery,
2.0,1,Z1_O2_01,19.697220149427313,OK,recovery,
2.0,1,Z1_TEMP_01,957.9402647866929,OK,recovery,
2.0,1,Z1_WIND_01,0.0,CRIT,recovery,
2.0,1,Z1_BENZ_01,0.1231358300258234,CRIT,recovery,
2.0,1,Z1_MOIST_01,6.185798932647578,CRIT,recovery,
2.0,2,Z2_PUSHFORCE_01,0.0,CRIT,recovery,
2.0,2,Z2_RAMVIB_01,0.0,CRIT,recovery,
2.0,2,Z2_HOODSEAL_01,0.0,CRIT,recovery,
2.0,2,Z2_GREENPUSH_01,0.0,CRIT,recovery,
2.0,2,Z2_STACKOP_01,0.06457995303855149,CRIT,recovery,
2.0,2,Z2_QUENCHTDS_01,0.0,CRIT,recovery,
2.0,2,Z2_BAFFLE_01,0.0,CRIT,recovery,
2.0,2,Z2_COKEHOTSPOT_01,0.0,CRIT,recovery,
2.0,2,Z2_POS_QCAR_01,0.0,CRIT,recovery,
2.0,2,Z2_SMOKE_01,0.0,CRIT,recovery,
2.0,2,Z2_LEL_01,0.10477939629675875,CRIT,recovery,
2.0,3,Z3_H2S_01,0.0,CRIT,recovery,
2.0,3,Z3_LEL_01,0.0,CRIT,recovery,
2.0,3,Z3_O2_01,18.936965421629466,WARN,recovery,
2.0,3,Z3_CO_01,0.0,CRIT,recovery,
2.0,4,Z4_H2S_01,0.0,CRIT,recovery,
2.0,4,Z4_NH3_01,0.0,CRIT,recovery,
2.0,4,Z4_TAR_TEMP_01,70.02347192455109,OK,recovery,
2.0,4,Z4_LEL_01,0.0,CRIT,recovery,
2.0,4,Z4_PRESS_01,-9.924028792197381,OK,recovery,
2.0,4,Z4_LEVEL_01,39.747526268149066,OK,recovery,
2.0,4,Z4_FLOW_01,91.95380636319386,OK,recovery,
2.0,4,Z4_O2_GASLINE_01,0.0,CRIT,recovery,
2.0,4,Z4_FLAME_01,0.0,CRIT,recovery,
2.5,1,Z1_CO_01,0.08607159262075482,CRIT,recovery,
2.5,1,Z1_LEL_01,0.22894773455290626,CRIT,recovery,
2.5,1,Z1_O2_01,19.741787429431522,OK,recovery,
2.5,1,Z1_TEMP_01,944.2106671428909,OK,recovery,
2.5,1,Z1_WIND_01,0.0,CRIT,recovery,
2.5,1,Z1_BENZ_01,0.09204321757083371,CRIT,recovery,
2.5,1,Z1_MOIST_01,6.158268301628483,CRIT,recovery,
2.5,2,Z2_PUSHFORCE_01,0.0,CRIT,recovery,
2.5,2,Z2_RAMVIB_01,0.0,CRIT,recovery,
2.5,2,Z2_HOODSEAL_01,0.0,CRIT,recovery,
2.5,2,Z2_GREENPUSH_01,0.0,CRIT,recovery,
2.5,2,Z2_STACKOP_01,0.0,CRIT,recovery,
2.5,2,Z2_QUENCHTDS_01,0.0,CRIT,recovery,
2.5,2,Z2_BAFFLE_01,0.0,CRIT,recovery,
2.5,2,Z2_COKEHOTSPOT_01,0.0,CRIT,recovery,
2.5,2,Z2_POS_QCAR_01,0.0,CRIT,recovery,
2.5,2,Z2_SMOKE_01,0.0,CRIT,recovery,
2.5,2,Z2_LEL_01,0.1003708902773201,CRIT,recovery,
2.5,3,Z3_H2S_01,0.0,CRIT,recovery,
2.5,3,Z3_LEL_01,0.0,CRIT,recovery,
2.5,3,Z3_O2_01,19.792228021522973,OK,recovery,
2.5,3,Z3_CO_01,0.0,CRIT,recovery,
2.5,4,Z4_H2S_01,0.0,CRIT,recovery,
2.5,4,Z4_NH3_01,0.0,CRIT,recovery,
2.5,4,Z4_TAR_TEMP_01,69.49357590654401,OK,recovery,
2.5,4,Z4_LEL_01,0.0,CRIT,recovery,
2.5,4,Z4_PRESS_01,-10.088097389085316,OK,recovery,
2.5,4,Z4_LEVEL_01,38.52697098751687,OK,recovery,
2.5,4,Z4_FLOW_01,87.07730772859547,OK,recovery,
2.5,4,Z4_O2_GASLINE_01,0.0,CRIT,recovery,
2.5,4,Z4_FLAME_01,0.0,CRIT,recovery,
3.0,1,Z1_CO_01,0.1554250870057973,CRIT,recovery,
3.0,1,Z1_LEL_01,0.16485445431784349,CRIT,recovery,
3.0,1,Z1_O2_01,19.965462376252887,OK,recovery,
3.0,1,Z1_TEMP_01,949.8245652749447,OK,recovery,
3.0,1,Z1_WIND_01,0.0,CRIT,recovery,
3.0,1,Z1_BENZ_01,0.060525049207140136,CRIT,recovery,
3.0,1,Z1_MOIST_01,6.357803607290953,CRIT,recovery,
3.0,2,Z2_PUSHFORCE_01,0.0,CRIT,recovery,
3.0,2,Z2_RAMVIB_01,0.0,CRIT,recovery,
3.0,2,Z2_HOODSEAL_01,0.0,CRIT,recovery,
3.0,2,Z2_GREENPUSH_01,0.0,CRIT,recovery,
3.0,2,Z2_STACKOP_01,0.0,CRIT,recovery,
3.0,2,Z2_QUENCHTDS_01,0.0,CRIT,recovery,
3.0,2,Z2_BAFFLE_01,0.0,CRIT,recovery,
3.0,2,Z2_COKEHOTSPOT_01,0.0,CRIT,recovery,
