timestamp,zone_id,sensor_id,value,quality,simulation_state,event_id
0.5,1,Z1_CO_01,12.631,OK,NORMAL,EV_NONE
0.5,1,Z1_LEL_01,5.052,OK,NORMAL,EV_NONE
0.5,1,Z1_O2_01,20.510,CRIT,NORMAL,EV_NONE
0.5,1,Z1_TEMP_01,1076.307,CRIT,NORMAL,EV_NONE
0.5,1,Z1_WIND_01,7.578,OK,NORMAL,EV_NONE
0.5,1,Z1_BENZ_01,0.505,OK,NORMAL,EV_NONE
0.5,1,Z1_MOIST_01,8.021,OK,NORMAL,EV_NONE
0.5,2,Z2_PUSHFORCE_01,63.153,OK,NORMAL,EV_NONE
0.5,2,Z2_RAMVIB_01,1.162,OK,NORMAL,EV_NONE
0.5,2,Z2_HOODSEAL_01,1.000,OK,NORMAL,EV_NONE
0.5,2,Z2_GREENPUSH_01,1.000,OK,NORMAL,EV_NONE
0.5,2,Z2_STACKOP_01,5.052,OK,NORMAL,EV_NONE
0.5,2,Z2_QUENCHTDS_01,252.613,OK,NORMAL,EV_NONE
0.5,2,Z2_BAFFLE_01,1.010,OK,NORMAL,EV_NONE
0.5,2,Z2_COKEHOTSPOT_01,50.523,OK,NORMAL,EV_NONE
0.5,2,Z2_POS_QCAR_01,50.523,CRIT,NORMAL,EV_NONE
0.5,2,Z2_SMOKE_01,0.020,OK,NORMAL,EV_NONE
0.5,2,Z2_LEL_01,5.052,OK,NORMAL,EV_NONE
0.5,3,Z3_H2S_01,1.028,OK,NORMAL,EV_NONE
0.5,3,Z3_LEL_01,2.028,OK,NORMAL,EV_NONE
0.5,3,Z3_O2_01,20.794,CRIT,NORMAL,EV_NONE
0.5,3,Z3_CO_01,5.083,OK,NORMAL,EV_NONE
0.5,4,Z4_H2S_01,1.014,OK,NORMAL,EV_NONE
0.5,4,Z4_NH3_01,5.083,OK,NORMAL,EV_NONE
0.5,4,Z4_TAR_TEMP_01,78.028,CRIT,NORMAL,EV_NONE
0.5,4,Z4_LEL_01,1.028,OK,NORMAL,EV_NONE
0.5,4,Z4_PRESS_01,-8.028,CRIT,NORMAL,EV_NONE
0.5,4,Z4_LEVEL_01,55.056,CRIT,NORMAL,EV_NONE
0.5,4,Z4_FLOW_01,100.056,CRIT,NORMAL,EV_NONE
0.5,4,Z4_O2_GASLINE_01,0.203,OK,NORMAL,EV_NONE
1.0,1,Z1_CO_01,12.760,OK,NORMAL,EV_NONE
1.0,1,Z1_LEL_01,5.104,OK,NORMAL,EV_NONE
1.0,1,Z1_O2_01,20.521,CRIT,NORMAL,EV_NONE
1.0,1,Z1_TEMP_01,1077.599,CRIT,NORMAL,EV_NONE
1.0,1,Z1_WIND_01,7.656,OK,NORMAL,EV_NONE
1.0,1,Z1_BENZ_01,0.510,OK,NORMAL,EV_NONE
1.0,1,Z1_MOIST_01,8.042,OK,NORMAL,EV_NONE
1.0,2,Z2_PUSHFORCE_01,63.799,OK,NORMAL,EV_NONE
1.0,2,Z2_RAMVIB_01,1.174,OK,NORMAL,EV_NONE
1.0,2,Z2_HOODSEAL_01,1.000,OK,NORMAL,EV_NONE
1.0,2,Z2_GREENPUSH_01,1.000,OK,NORMAL,EV_NONE
1.0,2,Z2_STACKOP_01,5.104,OK,NORMAL,EV_NONE
1.0,2,Z2_QUENCHTDS_01,255.198,OK,NORMAL,EV_NONE
1.0,2,Z2_BAFFLE_01,1.021,OK,NORMAL,EV_NONE
1.0,2,Z2_COKEHOTSPOT_01,51.040,OK,NORMAL,EV_NONE
1.0,2,Z2_POS_QCAR_01,51.040,CRIT,NORMAL,EV_NONE
1.0,2,Z2_SMOKE_01,0.020,OK,NORMAL,EV_NONE
1.0,2,Z2_LEL_01,5.104,OK,NORMAL,EV_NONE
1.0,3,Z3_H2S_01,1.056,OK,NORMAL,EV_NONE
1.0,3,Z3_LEL_01,2.056,OK,NORMAL,EV_NONE
1.0,3,Z3_O2_01,20.789,CRIT,NORMAL,EV_NONE
